ID,Cluster1,Cluster2,admix_assignment
COPE_0870.fp2.repr,0.003609,0.996391,Cluster2
COPE_0871.fp2.repr,1e-5,0.99999,Cluster2
COPE_0872.fp2.repr,1e-5,0.99999,Cluster2
COPE_0873.fp2.repr,1e-5,0.99999,Cluster2
COPE_0874.fp2.repr,0.045317,0.954683,Cluster2
COPE_0875.fp2.repr,0.017112,0.982888,Cluster2
COPE_0876.fp2.repr,1e-5,0.99999,Cluster2
COPE_0877.fp2.repr,1e-5,0.99999,Cluster2
COPE_0878.fp2.repr,1e-5,0.99999,Cluster2
COPE_0879.fp2.repr,1e-5,0.99999,Cluster2
COPE_0880.fp2.repr,0.043309,0.956691,Cluster2
COPE_0882.fp2.repr,1e-5,0.99999,Cluster2
COPE_0883.fp2.repr,1e-5,0.99999,Cluster2
COPE_0884.fp2.repr,1e-5,0.99999,Cluster2
COPE_0885.fp2.repr,1e-5,0.99999,Cluster2
COPE_0886.fp2.repr,1e-5,0.99999,Cluster2
COPE_0887.fp2.repr,1e-5,0.99999,Cluster2
COPE_0888.fp2.repr,1e-5,0.99999,Cluster2
COPE_0889.fp2.repr,0.004484,0.995516,Cluster2
COPE_0890.fp2.repr,1e-5,0.99999,Cluster2
COPE_0891.fp2.repr,1e-5,0.99999,Cluster2
COPE_0892.fp2.repr,1e-5,0.99999,Cluster2
COPE_0893.fp2.repr,1e-5,0.99999,Cluster2
COPE_0894.fp2.repr,0.99999,1e-5,Cluster1
COPE_0895.fp2.repr,1e-5,0.99999,Cluster2
COPE_0896.fp2.repr,1e-5,0.99999,Cluster2
COPE_0897.fp2.repr,1e-5,0.99999,Cluster2
COPE_0898.fp2.repr,0.001815,0.998185,Cluster2
COPE_0899.fp2.repr,7.79e-4,0.999221,Cluster2
COPE_0900.fp2.repr,1e-5,0.99999,Cluster2
COPE_0901.fp2.repr,1e-5,0.99999,Cluster2
COPE_0902.fp2.repr,1e-5,0.99999,Cluster2
COPE_0903.fp2.repr,1e-5,0.99999,Cluster2
COPE_0904.fp2.repr,1e-5,0.99999,Cluster2
COPE_0905.fp2.repr,1e-5,0.99999,Cluster2
COPE_0906.fp2.repr,1e-5,0.99999,Cluster2
COPE_0907.fp2.repr,0.013593,0.986407,Cluster2
COPE_0908.fp2.repr,1e-5,0.99999,Cluster2
COPE_0909.fp2.repr,1e-5,0.99999,Cluster2
COPE_0910.fp2.repr,1e-5,0.99999,Cluster2
COPE_0911.fp2.repr,1e-5,0.99999,Cluster2
COPE_0912.fp2.repr,1e-5,0.99999,Cluster2
COPE_0913.fp2.repr,1e-5,0.99999,Cluster2
COPE_0914.fp2.repr,1e-5,0.99999,Cluster2
COPE_0915.fp2.repr,1e-5,0.99999,Cluster2
COPE_0916.fp2.repr,1e-5,0.99999,Cluster2
COPE_0917.fp2.repr,1e-5,0.99999,Cluster2
COPE_0918.fp2.repr,1e-5,0.99999,Cluster2
COPE_0919.fp2.repr,0.99999,1e-5,Cluster1
COPE_0920.fp2.repr,1e-5,0.99999,Cluster2
COPE_0921.fp2.repr,1e-5,0.99999,Cluster2
COPE_0922.fp2.repr,1e-5,0.99999,Cluster2
COPE_0923.fp2.repr,0.009446,0.990554,Cluster2
COPE_0924.fp2.repr,1e-5,0.99999,Cluster2
COPE_0925.fp2.repr,1e-5,0.99999,Cluster2
COPE_0926.fp2.repr,0.0045,0.9955,Cluster2
COPE_0927.fp2.repr,0.013334,0.986666,Cluster2
COPE_0928.fp2.repr,0.018575,0.981425,Cluster2
COPE_0929.fp2.repr,1e-5,0.99999,Cluster2
COPE_0930.fp2.repr,0.016894,0.983106,Cluster2
COPE_0931.fp2.repr,1e-5,0.99999,Cluster2
COPE_0932.fp2.repr,1e-5,0.99999,Cluster2
COPE_0933.fp2.repr,1e-5,0.99999,Cluster2
COPE_0934.fp2.repr,1e-5,0.99999,Cluster2
COPE_0935.fp2.repr,0.059192,0.940808,Cluster2
COPE_0936.fp2.repr,0.00904,0.99096,Cluster2
COPE_0937.fp2.repr,1e-5,0.99999,Cluster2
COPE_0938.fp2.repr,1e-5,0.99999,Cluster2
COPE_0939.fp2.repr,1e-5,0.99999,Cluster2
COPE_0940.fp2.repr,1e-5,0.99999,Cluster2
COPE_0941.fp2.repr,1e-5,0.99999,Cluster2
COPE_0942.fp2.repr,1e-5,0.99999,Cluster2
COPE_0943.fp2.repr,0.99999,1e-5,Cluster1
COPE_0944.fp2.repr,1e-5,0.99999,Cluster2
COPE_0945.fp2.repr,1e-5,0.99999,Cluster2
COPE_0946.fp2.repr,1e-5,0.99999,Cluster2
COPE_0947.fp2.repr,0.99999,1e-5,Cluster1
COPE_0948.fp2.repr,0.004472,0.995528,Cluster2
COPE_0949.fp2.repr,1e-5,0.99999,Cluster2
COPE_0950.fp2.repr,1e-5,0.99999,Cluster2
COPE_0951.fp2.repr,0.003744,0.996256,Cluster2
COPE_0952.fp2.repr,1e-5,0.99999,Cluster2
COPE_0953.fp2.repr,1e-5,0.99999,Cluster2
COPE_0954.fp2.repr,1e-5,0.99999,Cluster2
COPE_0955.fp2.repr,0.023214,0.976786,Cluster2
COPE_0956.fp2.repr,0.004193,0.995807,Cluster2
COPE_0957.fp2.repr,1e-5,0.99999,Cluster2
COPE_0958.fp2.repr,1e-5,0.99999,Cluster2
COPE_0960.fp2.repr,1e-5,0.99999,Cluster2
COPE_0961.fp2.repr,1e-5,0.99999,Cluster2
COPE_0962.fp2.repr,1e-5,0.99999,Cluster2
COPE_0963.fp2.repr,0.016783,0.983217,Cluster2
COPE_0964.fp2.repr,1e-5,0.99999,Cluster2
COPE_0965.fp2.repr,1e-5,0.99999,Cluster2
COPE_0966.fp2.repr,1e-5,0.99999,Cluster2
COPE_0967.fp2.repr,1e-5,0.99999,Cluster2
COPE_0968.fp2.repr,1e-5,0.99999,Cluster2
COPE_0969.fp2.repr,1e-5,0.99999,Cluster2
COPE_0970.fp2.repr,1e-5,0.99999,Cluster2
COPE_0971.fp2.repr,1e-5,0.99999,Cluster2
COPE_0972.fp2.repr,1e-5,0.99999,Cluster2
COPE_0973.fp2.repr,1e-5,0.99999,Cluster2
COPE_0974.fp2.repr,1e-5,0.99999,Cluster2
COPE_0975.fp2.repr,1e-5,0.99999,Cluster2
COPE_0976.fp2.repr,1e-5,0.99999,Cluster2
COPE_0977.fp2.repr,1e-5,0.99999,Cluster2
COPE_0978.fp2.repr,0.026752,0.973248,Cluster2
COPE_0979.fp2.repr,1e-5,0.99999,Cluster2
COPE_0980.fp2.repr,0.003994,0.996006,Cluster2
COPE_0981.fp2.repr,1e-5,0.99999,Cluster2
COPE_0982.fp2.repr,1e-5,0.99999,Cluster2
COPE_0983.fp2.repr,1e-5,0.99999,Cluster2
COPE_0984.fp2.repr,0.114881,0.885119,Cluster2
COPE_0985.fp2.repr,0.007468,0.992532,Cluster2
COPE_0986.fp2.repr,1e-5,0.99999,Cluster2
COPE_0987.fp2.repr,1e-5,0.99999,Cluster2
COPE_0988.fp2.repr,0.004345,0.995655,Cluster2
COPE_0989.fp2.repr,1e-5,0.99999,Cluster2
COPE_0990.fp2.repr,0.99999,1e-5,Cluster1
COPE_0991.fp2.repr,0.99999,1e-5,Cluster1
COPE_0992.fp2.repr,0.033386,0.966614,Cluster2
COPE_0993.fp2.repr,1e-5,0.99999,Cluster2
COPE_0994.fp2.repr,1e-5,0.99999,Cluster2
COPE_0995.fp2.repr,1e-5,0.99999,Cluster2
COPE_0996.fp2.repr,0.006007,0.993993,Cluster2
COPE_0997.fp2.repr,0.942992,0.057008,Cluster1
COPE_0998.fp2.repr,1e-5,0.99999,Cluster2
COPE_0999.fp2.repr,0.997317,0.002683,Cluster1
COPE_1000.fp2.repr,1e-5,0.99999,Cluster2
COPE_1001.fp2.repr,1e-5,0.99999,Cluster2
COPE_1002.fp2.repr,0.99999,1e-5,Cluster1
COPE_1003.fp2.repr,0.034261,0.965739,Cluster2
COPE_1004.fp2.repr,1e-5,0.99999,Cluster2
COPE_1005.fp2.repr,1e-5,0.99999,Cluster2
COPE_1006.fp2.repr,1e-5,0.99999,Cluster2
COPE_1007.fp2.repr,1e-5,0.99999,Cluster2
COPE_1008.fp2.repr,1e-5,0.99999,Cluster2
COPE_1009.fp2.repr,1e-5,0.99999,Cluster2
COPE_1010.fp2.repr,1e-5,0.99999,Cluster2
COPE_1011.fp2.repr,1e-5,0.99999,Cluster2
COPE_1012.fp2.repr,1e-5,0.99999,Cluster2
COPE_1013.fp2.repr,0.055195,0.944805,Cluster2
COPE_1014.fp2.repr,0.0057540000000000004,0.994246,Cluster2
COPE_1015.fp2.repr,1e-5,0.99999,Cluster2
COPE_1016.fp2.repr,0.004808,0.995192,Cluster2
COPE_1017.fp2.repr,0.99999,1e-5,Cluster1
COPE_1018.fp2.repr,1e-5,0.99999,Cluster2
COPE_1019.fp2.repr,1e-5,0.99999,Cluster2
COPE_1020.fp2.repr,1e-5,0.99999,Cluster2
COPE_1021.fp2.repr,0.994476,0.005524,Cluster1
COPE_1023.fp2.repr,0.023547,0.976453,Cluster2
COPE_1024.fp2.repr,1e-5,0.99999,Cluster2
COPE_1025.fp2.repr,0.965728,0.034272,Cluster1
COPE_1026.fp2.repr,0.99999,1e-5,Cluster1
COPE_1027.fp2.repr,0.99999,1e-5,Cluster1
COPE_1028.fp2.repr,1e-5,0.99999,Cluster2
COPE_1029.fp2.repr,1e-5,0.99999,Cluster2
COPE_1030.fp2.repr,0.003757,0.996243,Cluster2
COPE_1031.fp2.repr,1e-5,0.99999,Cluster2
COPE_1032.fp2.repr,0.007922,0.992078,Cluster2
COPE_1033.fp2.repr,0.990276,0.009724,Cluster1
COPE_1034.fp2.repr,0.011344,0.988656,Cluster2
COPE_1035.fp2.repr,1e-5,0.99999,Cluster2
COPE_1036.fp2.repr,0.99999,1e-5,Cluster1
COPE_1037.fp2.repr,0.007889,0.992111,Cluster2
COPE_1038.fp2.repr,1e-5,0.99999,Cluster2
COPE_1039.fp2.repr,1e-5,0.99999,Cluster2
COPE_1040.fp2.repr,0.004182,0.995818,Cluster2
COPE_1041.fp2.repr,0.464543,0.535457,Cluster2
COPE_1042.fp2.repr,1e-5,0.99999,Cluster2
COPE_1043.fp2.repr,0.003947,0.996053,Cluster2
COPE_1044.fp2.repr,0.99999,1e-5,Cluster1
COPE_1045.fp2.repr,0.99999,1e-5,Cluster1
COPE_1046.fp2.repr,0.99999,1e-5,Cluster1
COPE_1047.fp2.repr,0.99999,1e-5,Cluster1
COPE_1048.fp2.repr,1e-5,0.99999,Cluster2
COPE_1049.fp2.repr,1e-5,0.99999,Cluster2
COPE_1050.fp2.repr,0.99999,1e-5,Cluster1
COPE_1051.fp2.repr,1e-5,0.99999,Cluster2
COPE_1052.fp2.repr,0.99999,1e-5,Cluster1
COPE_1053.fp2.repr,0.99999,1e-5,Cluster1
COPE_1054.fp2.repr,0.026556,0.973444,Cluster2
COPE_1055.fp2.repr,0.004352,0.995648,Cluster2
COPE_1056.fp2.repr,1e-5,0.99999,Cluster2
COPE_1058.fp2.repr,0.004132,0.995868,Cluster2
COPE_1059.fp2.repr,0.016297,0.983703,Cluster2
COPE_1060.fp2.repr,0.009835,0.990165,Cluster2
COPE_1061.fp2.repr,0.712584,0.287416,Cluster1
COPE_1062.fp2.repr,0.004287,0.995713,Cluster2
COPE_1063.fp2.repr,0.99999,1e-5,Cluster1
COPE_1064.fp2.repr,1e-5,0.99999,Cluster2
COPE_1065.fp2.repr,0.044634,0.955366,Cluster2
COPE_1066.fp2.repr,1e-5,0.99999,Cluster2
COPE_1067.fp2.repr,1e-5,0.99999,Cluster2
COPE_1068.fp2.repr,1e-5,0.99999,Cluster2
COPE_1069.fp2.repr,1e-5,0.99999,Cluster2
COPE_1070.fp2.repr,1e-5,0.99999,Cluster2
COPE_1071.fp2.repr,0.040222,0.959778,Cluster2
COPE_1072.fp2.repr,1e-5,0.99999,Cluster2
COPE_1073.fp2.repr,1e-5,0.99999,Cluster2
COPE_1074.fp2.repr,1e-5,0.99999,Cluster2
COPE_1075.fp2.repr,1e-5,0.99999,Cluster2
COPE_1076.fp2.repr,0.003924,0.996076,Cluster2
COPE_1077.fp2.repr,1e-5,0.99999,Cluster2
COPE_1078.fp2.repr,1e-5,0.99999,Cluster2
COPE_1079.fp2.repr,1e-5,0.99999,Cluster2
COPE_1080.fp2.repr,1e-5,0.99999,Cluster2
COPE_1081.fp2.repr,1e-5,0.99999,Cluster2
COPE_1082.fp2.repr,0.232654,0.767346,Cluster2
COPE_1084.fp2.repr,0.012306,0.987694,Cluster2
COPE_1085.fp2.repr,0.010308,0.989692,Cluster2
COPE_1086.fp2.repr,0.063993,0.936007,Cluster2
COPE_1087.fp2.repr,1e-5,0.99999,Cluster2
COPE_1088.fp2.repr,0.025339,0.974661,Cluster2
COPE_1089.fp2.repr,0.990465,0.009535,Cluster1
COPE_1090.fp2.repr,0.99999,1e-5,Cluster1
COPE_1091.fp2.repr,1e-5,0.99999,Cluster2
COPE_1092.fp2.repr,1e-5,0.99999,Cluster2
COPE_1093.fp2.repr,0.00436,0.99564,Cluster2
COPE_1094.fp2.repr,1e-5,0.99999,Cluster2
COPE_1095.fp2.repr,1e-5,0.99999,Cluster2
COPE_1096.fp2.repr,1e-5,0.99999,Cluster2
COPE_1097.fp2.repr,0.939269,0.060731,Cluster1
COPE_1098.fp2.repr,1e-5,0.99999,Cluster2
COPE_1099.fp2.repr,1e-5,0.99999,Cluster2
COPE_1100.fp2.repr,1e-5,0.99999,Cluster2
COPE_1101.fp2.repr,1e-5,0.99999,Cluster2
COPE_1102.fp2.repr,1e-5,0.99999,Cluster2
COPE_1103.fp2.repr,1e-5,0.99999,Cluster2
COPE_1104.fp2.repr,1e-5,0.99999,Cluster2
COPE_1105.fp2.repr,1e-5,0.99999,Cluster2
COPE_1106.fp2.repr,1e-5,0.99999,Cluster2
COPE_1107.fp2.repr,1e-5,0.99999,Cluster2
COPE_1108.fp2.repr,1e-5,0.99999,Cluster2
COPE_1109.fp2.repr,1e-5,0.99999,Cluster2
COPE_1110.fp2.repr,1e-5,0.99999,Cluster2
COPE_1111.fp2.repr,0.03006,0.96994,Cluster2
COPE_1112.fp2.repr,1e-5,0.99999,Cluster2
COPE_1113.fp2.repr,1e-5,0.99999,Cluster2
COPE_1114.fp2.repr,1e-5,0.99999,Cluster2
COPE_1115.fp2.repr,1e-5,0.99999,Cluster2
COPE_1116.fp2.repr,1e-5,0.99999,Cluster2
COPE_1117.fp2.repr,1e-5,0.99999,Cluster2
COPE_1118.fp2.repr,1e-5,0.99999,Cluster2
COPE_1119.fp2.repr,0.992911,0.007089,Cluster1
COPE_1120.fp2.repr,0.016692,0.983308,Cluster2
COPE_1121.fp2.repr,0.007117,0.992883,Cluster2
COPE_1122.fp2.repr,1e-5,0.99999,Cluster2
COPE_1123.fp2.repr,0.02264,0.97736,Cluster2
COPE_1124.fp2.repr,0.012721,0.987279,Cluster2
COPE_1125.fp2.repr,0.006901,0.993099,Cluster2
COPE_1126.fp2.repr,1e-5,0.99999,Cluster2
COPE_1127.fp2.repr,1e-5,0.99999,Cluster2
COPE_1128.fp2.repr,1e-5,0.99999,Cluster2
COPE_1129.fp2.repr,1e-5,0.99999,Cluster2
COPE_1130.fp2.repr,1e-5,0.99999,Cluster2
COPE_1131.fp2.repr,0.19562,0.80438,Cluster2
COPE_1132.fp2.repr,1e-5,0.99999,Cluster2
COPE_1134.fp2.repr,0.022938,0.977062,Cluster2
COPE_1135.fp2.repr,1e-5,0.99999,Cluster2
COPE_1136.fp2.repr,0.007463,0.992537,Cluster2
COPE_1137.fp2.repr,1e-5,0.99999,Cluster2
COPE_1138.fp2.repr,0.997748,0.002252,Cluster1
COPE_1139.fp2.repr,1e-5,0.99999,Cluster2
COPE_1140.fp2.repr,1e-5,0.99999,Cluster2
COPE_1141.fp2.repr,0.964462,0.035538,Cluster1
COPE_1142.fp2.repr,0.014961,0.985039,Cluster2
COPE_1143.fp2.repr,1e-5,0.99999,Cluster2
COPE_1144.fp2.repr,0.009979,0.990021,Cluster2
COPE_1145.fp2.repr,1e-5,0.99999,Cluster2
COPE_1146.fp2.repr,1e-5,0.99999,Cluster2
COPE_1147.fp2.repr,0.99999,1e-5,Cluster1
COPE_1148.fp2.repr,0.009989,0.990011,Cluster2
COPE_1149.fp2.repr,0.006558,0.993442,Cluster2
COPE_1150.fp2.repr,0.004871,0.995129,Cluster2
COPE_1151.fp2.repr,1e-5,0.99999,Cluster2
COPE_1152.fp2.repr,0.99999,1e-5,Cluster1
COPE_1153.fp2.repr,1e-5,0.99999,Cluster2
COPE_1154.fp2.repr,0.99999,1e-5,Cluster1
COPE_1155.fp2.repr,0.99999,1e-5,Cluster1
COPE_1156.fp2.repr,0.992352,0.007648,Cluster1
COPE_1157.fp2.repr,0.99999,1e-5,Cluster1
COPE_1158.fp2.repr,0.99999,1e-5,Cluster1
COPE_1159.fp2.repr,0.008227,0.991773,Cluster2
COPE_1160.fp2.repr,1e-5,0.99999,Cluster2
COPE_1161.fp2.repr,1e-5,0.99999,Cluster2
COPE_1162.fp2.repr,1e-5,0.99999,Cluster2
COPE_1163.fp2.repr,1e-5,0.99999,Cluster2
COPE_1164.fp2.repr,1e-5,0.99999,Cluster2
COPE_1165.fp2.repr,1e-5,0.99999,Cluster2
COPE_1166.fp2.repr,0.959219,0.040781,Cluster1
COPE_1167.fp2.repr,1e-5,0.99999,Cluster2
COPE_1168.fp2.repr,0.005014,0.994986,Cluster2
COPE_1169.fp2.repr,1e-5,0.99999,Cluster2
COPE_1170.fp2.repr,1e-5,0.99999,Cluster2
COPE_1171.fp2.repr,1e-5,0.99999,Cluster2
COPE_1172.fp2.repr,1e-5,0.99999,Cluster2
COPE_1173.fp2.repr,0.007002,0.992998,Cluster2
COPE_1174.fp2.repr,1e-5,0.99999,Cluster2
COPE_1175.fp2.repr,1e-5,0.99999,Cluster2
COPE_1176.fp2.repr,1e-5,0.99999,Cluster2
COPE_1177.fp2.repr,1e-5,0.99999,Cluster2
COPE_1178.fp2.repr,1e-5,0.99999,Cluster2
COPE_1179.fp2.repr,1e-5,0.99999,Cluster2
COPE_1180.fp2.repr,0.001601,0.998399,Cluster2
COPE_1181.fp2.repr,1e-5,0.99999,Cluster2
COPE_1182.fp2.repr,1e-5,0.99999,Cluster2
COPE_1183.fp2.repr,0.003934,0.996066,Cluster2
COPE_1184.fp2.repr,1e-5,0.99999,Cluster2
COPE_1185.fp2.repr,0.027236,0.972764,Cluster2
COPE_1186.fp2.repr,0.058848,0.941152,Cluster2
COPE_1187.fp2.repr,0.007907,0.992093,Cluster2
COPE_1188.fp2.repr,0.004527,0.995473,Cluster2
COPE_1189.fp2.repr,0.99999,1e-5,Cluster1
COPE_1190.fp2.repr,0.994021,0.005979,Cluster1
COPE_1191.fp2.repr,0.99999,1e-5,Cluster1
COPE_1192.fp2.repr,1e-5,0.99999,Cluster2
COPE_1193.fp2.repr,0.99999,1e-5,Cluster1
COPE_1194.fp2.repr,0.020808,0.979192,Cluster2
COPE_1195.fp2.repr,1e-5,0.99999,Cluster2
COPE_1196.fp2.repr,0.969774,0.030226,Cluster1
COPE_1197.fp2.repr,0.008005,0.991995,Cluster2
COPE_1198.fp2.repr,0.013214,0.986786,Cluster2
COPE_1199.fp2.repr,1e-5,0.99999,Cluster2
COPE_1200.fp2.repr,0.005263,0.994737,Cluster2
COPE_1201.fp2.repr,1e-5,0.99999,Cluster2
COPE_1202.fp2.repr,0.014628,0.985372,Cluster2
COPE_1203.fp2.repr,0.972049,0.027951,Cluster1
COPE_1204.fp2.repr,1e-5,0.99999,Cluster2
COPE_1205.fp2.repr,1e-5,0.99999,Cluster2
COPE_1206.fp2.repr,1e-5,0.99999,Cluster2
COPE_1207.fp2.repr,0.99999,1e-5,Cluster1
COPE_1208.fp2.repr,1e-5,0.99999,Cluster2
COPE_1209.fp2.repr,0.003692,0.996308,Cluster2
COPE_1210.fp2.repr,0.003855,0.996145,Cluster2
COPE_1211.fp2.repr,1e-5,0.99999,Cluster2
COPE_1212.fp2.repr,1e-5,0.99999,Cluster2
COPE_1213.fp2.repr,6.22e-4,0.999378,Cluster2
COPE_1214.fp2.repr,0.193299,0.806701,Cluster2
COPE_1215.fp2.repr,0.003794,0.996206,Cluster2
COPE_1216.fp2.repr,1e-5,0.99999,Cluster2
COPE_1217.fp2.repr,1e-5,0.99999,Cluster2
COPE_1218.fp2.repr,0.013198,0.986802,Cluster2
COPE_1219.fp2.repr,1e-5,0.99999,Cluster2
COPE_1220.fp2.repr,1e-5,0.99999,Cluster2
COPE_1221.fp2.repr,0.984198,0.015802,Cluster1
COPE_1222.fp2.repr,1e-5,0.99999,Cluster2
COPE_1223.fp2.repr,1e-5,0.99999,Cluster2
COPE_1224.fp2.repr,1e-5,0.99999,Cluster2
COPE_1225.fp2.repr,1e-5,0.99999,Cluster2
COPE_1226.fp2.repr,1e-5,0.99999,Cluster2
COPE_1227.fp2.repr,0.99999,1e-5,Cluster1
COPE_1228.fp2.repr,1e-5,0.99999,Cluster2
COPE_1229.fp2.repr,1e-5,0.99999,Cluster2
COPE_1230.fp2.repr,0.99999,1e-5,Cluster1
COPE_1231.fp2.repr,1e-5,0.99999,Cluster2
COPE_1232.fp2.repr,0.005549,0.994451,Cluster2
COPE_1233.fp2.repr,1e-5,0.99999,Cluster2
COPE_1234.fp2.repr,0.99999,1e-5,Cluster1
COPE_1235.fp2.repr,1e-5,0.99999,Cluster2
COPE_1236.fp2.repr,1e-5,0.99999,Cluster2
COPE_1237.fp2.repr,1e-5,0.99999,Cluster2
COPE_1238.fp2.repr,1e-5,0.99999,Cluster2
COPE_1239.fp2.repr,0.256865,0.743135,Cluster2
COPE_1240.fp2.repr,1e-5,0.99999,Cluster2
COPE_1241.fp2.repr,1e-5,0.99999,Cluster2
COPE_1242.fp2.repr,0.004334,0.995666,Cluster2
COPE_1243.fp2.repr,1e-5,0.99999,Cluster2
COPE_1244.fp2.repr,1e-5,0.99999,Cluster2
COPE_1245.fp2.repr,1e-5,0.99999,Cluster2
COPE_1246.fp2.repr,1e-5,0.99999,Cluster2
COPE_1247.fp2.repr,1e-5,0.99999,Cluster2
COPE_1248.fp2.repr,0.979268,0.020732,Cluster1
COPE_1249.fp2.repr,0.99999,1e-5,Cluster1
COPE_1250.fp2.repr,0.090349,0.909651,Cluster2
COPE_1251.fp2.repr,1e-5,0.99999,Cluster2
COPE_1252.fp2.repr,0.003921,0.996079,Cluster2
COPE_1253.fp2.repr,0.005738,0.994262,Cluster2
COPE_1254.fp2.repr,1e-5,0.99999,Cluster2
COPE_1255.fp2.repr,1e-5,0.99999,Cluster2
COPE_1256.fp2.repr,1e-5,0.99999,Cluster2
COPE_1257.fp2.repr,0.026072,0.973928,Cluster2
COPE_1258.fp2.repr,1e-5,0.99999,Cluster2
COPE_1259.fp2.repr,1e-5,0.99999,Cluster2
COPE_1260.fp2.repr,1e-5,0.99999,Cluster2
COPE_1261.fp2.repr,0.005549,0.994451,Cluster2
COPE_1263.fp2.repr,1e-5,0.99999,Cluster2
COPE_1264.fp2.repr,0.040674,0.959326,Cluster2
COPE_1265.fp2.repr,0.004845,0.995155,Cluster2
COPE_1266.fp2.repr,1e-5,0.99999,Cluster2
